"STATION","SITENAME","Sampling.Year","DATE","Daily.Ave.PAF"
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2012-07-16 13:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2012-07-17 12:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2012-11-02 09:20:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2012-11-22 18:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-18 16:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-24 14:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-25 09:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-25 17:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-27 09:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-29 11:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-01-31 09:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-09 15:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-19 18:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-20 10:50:00,0.00166830059884493
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-20 12:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-22 09:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-24 09:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-26 10:05:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-02-28 17:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-03-04 17:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-03-06 18:05:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-03-08 08:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-03-11 11:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-03-15 14:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-04-22 13:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-05-21 15:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2012-2013",2013-06-18 16:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2013-10-27 17:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2013-11-24 15:15:00,0.0422553273278004
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2013-12-19 12:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2013-12-20 14:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-01-31 10:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-01 09:40:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-02 16:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-03 14:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-04 11:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-20 17:40:00,0.000193121632707793
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-21 06:15:00,0.000918063314403472
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-02-24 11:15:00,1.92954541233803e-09
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-03-27 14:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-03-28 14:24:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-03-30 11:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-04-11 16:40:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-04-14 08:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-04-15 08:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-04-16 07:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-05-08 17:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2013-2014",2014-06-11 14:20:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-07-09 06:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-08-07 02:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-09-10 11:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-10-06 15:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-11-03 12:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-11-30 12:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-12-14 12:15:00,0.414128283218707
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-12-14 17:15:00,2.07575670682504
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2014-12-15 16:50:00,0.00166830059884493
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-04 10:40:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-05 10:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-08 17:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-23 11:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-24 12:20:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-25 10:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-01-29 14:20:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-02-19 12:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-03-24 13:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-04-27 13:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-05-25 13:35:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2014-2015",2015-06-27 13:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2015-07-25 15:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2015-08-25 13:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2015-10-06 15:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2015-10-28 07:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2015-11-23 13:05:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2015-12-18 13:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-01-05 16:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-01-06 14:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-01-20 13:40:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-05 15:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-06 14:55:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-07 08:05:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-08 18:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-09 15:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-11 08:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-02-24 13:20:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-08 15:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-20 07:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-21 06:55:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-21 16:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-22 14:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-23 14:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-24 11:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-25 15:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-26 14:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-27 16:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-03-29 13:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-04-05 15:20:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-04-27 15:10:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-05-25 07:00:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-06-22 14:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2015-2016",2016-06-23 06:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-07-24 13:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-07-25 17:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-07-28 11:15:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-07-31 08:40:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-08-02 09:45:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-08-07 16:50:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-08-21 13:25:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-09-25 13:55:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-10-28 13:30:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-11-27 13:05:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2016-12-18 12:55:00,1e-11
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-06 15:30:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-07 14:40:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-08 08:05:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-09 08:05:00,0.00530892311005893
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-10 11:35:00,0.00530892309974496
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-11 16:10:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-12 12:55:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-13 15:05:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-16 15:30:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-24 17:00:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-26 10:10:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-27 18:00:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-01-29 12:50:00,0.0173710201993971
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-02-01 18:10:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-02-03 14:55:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-02-04 17:05:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-02-06 17:00:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-02-26 15:05:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-13 17:10:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-15 14:25:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-17 15:45:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-19 16:05:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-20 15:25:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-22 15:10:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-24 16:45:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-26 09:05:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-30 07:25:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-03-30 17:25:00,0.00851035683443468
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-04-01 16:40:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-04-03 14:40:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-04-05 15:30:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-04-28 16:00:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-19 08:20:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-20 08:35:00,0.00851029610935417
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-21 11:50:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-22 17:25:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-23 13:15:00,0.00851029610928755
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-25 17:25:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-28 16:15:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-05-31 16:05:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2016-2017",2017-06-25 14:20:00,0.00530892309473785
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-07-30 15:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-08-27 15:05:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-09-24 14:30:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-10-28 14:20:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-11-06 13:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-11-13 11:48:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-11-20 01:55:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-11-27 15:50:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-12-05 17:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-12-12 13:50:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-12-17 16:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2017-12-28 13:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-01-02 10:00:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-01-09 09:40:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-01-15 14:15:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-01-22 07:30:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-01-28 16:30:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-05 15:25:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-07 14:40:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-12 13:00:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-18 15:05:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-21 07:55:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-23 09:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-24 14:20:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-25 16:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-26 15:35:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-27 10:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-02-28 16:15:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-01 12:25:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-02 08:20:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-03 14:30:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-04 08:25:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-05 15:00:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-06 09:05:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-07 17:05:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-08 14:40:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-09 17:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-10 16:00:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-11 17:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-12 10:55:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-13 11:30:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-14 15:10:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-15 16:55:00,1.58700958793346
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-17 07:50:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-19 09:25:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-25 13:20:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-29 15:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-30 13:15:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-03-31 16:35:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-01 15:55:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-02 15:15:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-03 11:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-05 11:50:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-07 14:15:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-09 16:40:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-16 17:25:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-23 10:05:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-04-29 14:45:00,0.000108672211018845
"120001A","Burdekin River at Home Hill Inkerman Bridge","2017-2018",2018-05-17 13:25:00,0.000108672211018845
